2382,1606
2382,1606
3684,3423
3684,3423
3719,2245
3719,2245
3719,2245
3719,2245
3719,2245
3719,2245
3719,2245
2762,1128
2762,1128
2762,1128
2226,2510
2226,2510
2226,2510
4545,3262
2833,3360
4706,3924
2762,1586
2762,1586
2762,1586
4482,3231
4482,3231
4482,3231
4482,3231
1126,3576
1126,3576
269,4050
3719,686
3719,686
3719,686
3719,686
3719,686
3719,686
3719,686
3574,3628
1471,1986
3094,3236
3094,3236
3094,3236
3094,3236
3807,1439
3807,1439
3807,1439
4706,4534
2226,4545
2226,4545
3262,151
2762,1128
3807,1439
3637,4651
560,2365
3574,3262
3574,3262
204,3262
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
540,3593
4050,269
4582,3133
4411,3684
4411,3684
4050,269
3684,4411
4282,3839
3194,4282
3194,4282
204,3591
2226,273
2226,273
3929,479
504,1448
3684,4411
4411,3684
269,4022
2245,3133
3574,2534
3574,2534
3574,2534
3574,2534
3574,2534
3574,2534
3574,2534
3574,2534
3574,2534
3574,2534
3574,2534
395,1075
4282,4706
4282,4706
3094,204
540,3314
540,3314
2226,3262
164,468
3694,3315
3694,3315
3694,3315
2205,4705
1586,1128
1586,1128
1586,1128
3694,3315
3262,3628
3262,3628
3262,3628
3262,151
3262,151
3262,151
3924,4282
1586,1128
1586,1128
1586,1128
1128,625
269,4050
269,4050
1524,565
1956,3558
3446,540
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
269,4050
1778,3228
1128,2762
3227,4365
4411,2151
4411,2151
2762,1128
540,3446
540,3446
204,3228
204,3228
2226,2762
1854,540
504,3628
504,3628
504,3628
3574,2534
3574,2534
1524,565
4411,3684
4411,3684
151,3314
4732,4282
4706,3194
540,3574
540,3574
2628,4646
2762,1128
919,3096
4050,269
4050,269
395,1075
2395,1873
2395,1873
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
3133,3719
4073,3231
4073,3231
4073,3231
4073,3231
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
1524,1479
2226,3262
2226,3262
1128,2762
2833,1615
2762,1128
2762,1128
2762,1128
2762,1128
2762,1128
2762,1128
2762,1128
2762,1128
2762,1128
3574,1126
3574,1126
504,3628
2300,4297
3262,3574
3262,3574
919,3096
1128,2762
3820,1479
4705,1715
4705,1715
3719,3133
1524,3820
1524,3820
1524,3820
1524,3820
1524,3820
1524,3820
1524,3820
1524,3820
1524,3820
1524,3820
1941,1986
565,1524
565,1524
565,1524
4050,269
4050,269
4050,269
919,2991
2611,2095
3165,1479
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
3262,2226
3488,2021
4050,269
4050,269
4050,269
1439,3807
1439,3807
1128,2762
4782,1757
4782,1757
4782,1757
4050,269
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3096,919
3096,919
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
3719,3133
1128,2762
919,3096
919,3096
1126,3576
1126,3576
4782,1757
3694,4411
1128,625
1128,2762
1128,2762
3165,3820
3578,4756
1873,2395
1128,2762
2652,1725
2652,1725
4050,269
1439,3807
1439,3807
1524,1479
1471,1986
3314,151
919,3096
4022,509
